Sample date,Amount,Notes,CC (pg/well),%Binding,CF,dilution,CC (pg/ml),CC (pg/g),CC (ng/g),construction_status,name,construction_dummy
2015-10-19,0.4921,"Accidentally added 500 ul of water to the first extract, after pour off.  Shouldn't affect the extraction, as the extract was at the blow down stage; AM",51.123,65.238,20,75,76684.5,155831.13188376348,155.83113188376348,Active Construction,Etana,1
2015-10-21,0.5095,AM,33.28,67.783,20,75,49920,97978.4102060844,97.9784102060844,Active Construction,Etana,1
2015-10-23,0.4862,Missed sample during inventory; AM,18.516,56.16,20,75,27773.999999999996,57124.64006581653,57.12464006581653,Active Construction,Etana,1
2015-10-26,0.5078,AM,62.144,64.714,20,75,93215.99999999999,183568.3339897597,183.5683339897597,Active Construction,Etana,1
2015-10-28,0.5028,AM,39.441,49.21,20,75,59161.50000000001,117664.08114558473,117.66408114558473,Active Construction,Etana,1
2015-10-30,0.4902,AM,89.608,61.529,20,75,134412,274198.2864137087,274.19828641370873,Active Construction,Etana,1
2015-11-02,0.4912,0.41666666666666669,46.821,53.346,20,75,70231.5,142979.43811074918,142.9794381107492,Active Construction,Etana,1
2015-11-04,0.4915,AM,72.02,60.281,20,75,108029.99999999999,219796.54120040688,219.7965412004069,Active Construction,Etana,1
2015-11-06,0.5109,AM,50.03,55.428,20,75,75045,146887.84497944804,146.88784497944803,Active Construction,Etana,1
2015-11-09,0.4878,AM,64.574,73.748,20,75,96861,198567.0356703567,198.56703567035672,Active Construction,Etana,1
2015-11-11,0.5186,NA,23.447,67.865,20,75,35170.5,67818.16428846896,67.81816428846896,Active Construction,Etana,1
2015-11-13,0.5098,NA,33.127,65.197,20,75,49690.50000000001,97470.57669674382,97.47057669674382,Active Construction,Etana,1
2015-11-16,0.5014,NA,38.414,65.402,20,75,57621,114920.22337455126,114.92022337455127,Active Construction,Etana,1
2015-11-20,0.5154,AM,37.984,72.911,20,75,56976.00000000001,110547.14784633297,110.54714784633298,Active Construction,Etana,1
2015-11-23,0.4815,AM,24.697,77.427,20,75,37045.5,76937.69470404985,76.93769470404985,Active Construction,Etana,1
2015-11-25,0.4952,AM,63.409,60.568,20,75,95113.5,192070.8804523425,192.0708804523425,Active Construction,Etana,1
2015-11-27,0.5088,AM,29.834,75.404,20,75,44750.99999999999,87954.00943396224,87.95400943396224,Active Construction,Etana,1
2015-11-30,0.508,NA,58.659,62.286,20,75,87988.5,173205.70866141733,173.20570866141733,Active Construction,Etana,1
